127.0.0.1 - - [24/Sep/2021:22:30:06 +0800] "GET / HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [24/Sep/2021:22:30:08 +0800] "GET /webgl_engine_2020/chinese/draw.jsp HTTP/1.1" 200 4410
0:0:0:0:0:0:0:1 - - [24/Sep/2021:22:30:08 +0800] "GET /webgl_engine_2020/interface.jsp?function_name=construct_render_object HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/Sep/2021:22:30:08 +0800] "GET /favicon.ico HTTP/1.1" 404 1079
0:0:0:0:0:0:0:1 - - [24/Sep/2021:22:30:08 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=request HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [24/Sep/2021:22:30:08 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 172
0:0:0:0:0:0:0:1 - - [24/Sep/2021:22:30:09 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 183
0:0:0:0:0:0:0:1 - - [24/Sep/2021:22:30:10 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 185
0:0:0:0:0:0:0:1 - - [24/Sep/2021:22:30:10 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 185
0:0:0:0:0:0:0:1 - - [24/Sep/2021:22:30:11 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 185
0:0:0:0:0:0:0:1 - - [24/Sep/2021:22:30:11 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 185
0:0:0:0:0:0:0:1 - - [24/Sep/2021:22:30:12 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 185
0:0:0:0:0:0:0:1 - - [24/Sep/2021:22:30:12 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 185
0:0:0:0:0:0:0:1 - - [24/Sep/2021:22:30:13 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 185
0:0:0:0:0:0:0:1 - - [24/Sep/2021:22:30:13 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 185
0:0:0:0:0:0:0:1 - - [24/Sep/2021:22:30:14 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 185
0:0:0:0:0:0:0:1 - - [24/Sep/2021:22:30:14 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 185
0:0:0:0:0:0:0:1 - - [24/Sep/2021:22:30:15 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 185
0:0:0:0:0:0:0:1 - - [24/Sep/2021:22:30:15 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 185
0:0:0:0:0:0:0:1 - - [24/Sep/2021:22:30:16 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 185
0:0:0:0:0:0:0:1 - - [24/Sep/2021:22:30:16 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 185
0:0:0:0:0:0:0:1 - - [24/Sep/2021:22:30:17 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 185
0:0:0:0:0:0:0:1 - - [24/Sep/2021:22:30:17 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 185
