127.0.0.1 - - [20/May/2021:19:03:29 +0800] "GET / HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [20/May/2021:19:03:30 +0800] "GET /webgl_engine_2020/chinese/draw.jsp HTTP/1.1" 200 2385
0:0:0:0:0:0:0:1 - - [20/May/2021:19:03:31 +0800] "GET /webgl_engine_2020/interface.jsp?function_name=construct_render_object HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/May/2021:19:03:31 +0800] "GET /webgl_engine_2020/interface.jsp?function_name=construct_render_object&function_date=1616766163921 HTTP/1.1" 200 161837
0:0:0:0:0:0:0:1 - - [20/May/2021:19:03:31 +0800] "GET /favicon.ico HTTP/1.1" 404 1079
0:0:0:0:0:0:0:1 - - [20/May/2021:19:13:59 +0800] "GET /webgl_engine_2020/interface.jsp?channel=creation&command=creation&language=chinese&user_name=NoName&pass_word=NoPassword&scene_name=test&link_name=&change_part=&change_component=&part_type=&sub_directory=&coordinate=xyz&max_loading_number=5 HTTP/1.1" 200 533
0:0:0:0:0:0:0:1 - - [20/May/2021:19:13:59 +0800] "GET /webgl_engine_2020/interface.jsp?channel=buffer&file=scene_directory%252Ftest_directory%252Ftest%252Fproxy_initialization.gzip_text&length=36388&date=1621509239113&original=http%253A%252F%252Flocalhost%253A8080%252Fwebgl_engine_2020%252Finterface.jsp HTTP/1.1" 200 36432
0:0:0:0:0:0:0:1 - - [20/May/2021:19:13:59 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&aspect=2.0892857142857144&component=-1&body=0;-1&face=0;-1&loop=0;-1&edge=0;-1&vertex=0;-1&point=-1&depth=-1.00000&value=-1.00000&loaded_length=0_0_-1_-1&requesting_number=0_1&data_time=1&render_time=1&read_time=0&render_interval=1621509239527&length=401 HTTP/1.1" 200 761
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:00 +0800] "GET /webgl_engine_2020/interface.jsp?channel=buffer&file=package_directory%252Fpackage_96.gzip_text&length=123291&date=1621509218899&original=http%253A%252F%252Flocalhost%253A8080%252Fwebgl_engine_2020%252Finterface.jsp HTTP/1.1" 200 123423
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:00 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&requesting_number=1_1&data_time=1&render_time=1&read_time=0&render_interval=806&length=237 HTTP/1.1" 200 560
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:01 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&loaded_length=1_123291_12_0&requesting_number=2_2&data_time=1&render_time=3&read_time=0&render_interval=995&length=265 HTTP/1.1" 200 929
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:01 +0800] "GET /webgl_engine_2020/interface.jsp?channel=buffer&file=part_directory%252Frender_15%252Fpart_0%252Fmesh.face0.gzip_binary&length=247344&date=1621508619840&original=http%253A%252F%252Flocalhost%253A8080%252Fwebgl_engine_2020%252Finterface.jsp HTTP/1.1" 200 247596
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:01 +0800] "GET /webgl_engine_2020/interface.jsp?channel=buffer&file=part_directory%252Frender_15%252Fpart_0%252Fmesh.point0.gzip_binary&length=108806&date=1621508620110&original=http%253A%252F%252Flocalhost%253A8080%252Fwebgl_engine_2020%252Finterface.jsp HTTP/1.1" 200 108922
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:02 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&loaded_length=3_4344431_12_0&requesting_number=0_3&data_time=1&render_time=31&read_time=0&render_interval=1008&length=268 HTTP/1.1" 200 504
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:03 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=57&event_driver_id=0&random=0.07929416798153666&operation=file&file=no_box.jpg HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:03 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=57&event_driver_id=0&random=0.6807733418500628&operation=file&file=back.jpg HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:03 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=57&event_driver_id=0&random=0.037440307283936214&operation=file&file=front.jpg HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:03 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&body=-1;-1&face=-1;-1&loop=-1;-1&edge=-1;-1&vertex=-1;-1&requesting_number=6_4&data_time=0&render_time=94&read_time=9&render_interval=1000&length=296 HTTP/1.1" 200 227
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:03 +0800] "GET /webgl_engine_2020/interface.jsp?channel=buffer&file=part_directory%252Frender_1%252Fpart_0%252Fpicture_4%252Ffront.jpg&length=15743&date=1621508616162&original=http%253A%252F%252Flocalhost%253A8080%252Fwebgl_engine_2020%252Finterface.jsp HTTP/1.1" 200 15764
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:03 +0800] "GET /webgl_engine_2020/interface.jsp?channel=buffer&file=part_directory%252Frender_1%252Fpart_0%252Fpicture_4%252Fback.jpg&length=17699&date=1621508616140&original=http%253A%252F%252Flocalhost%253A8080%252Fwebgl_engine_2020%252Finterface.jsp HTTP/1.1" 200 17727
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:03 +0800] "GET /webgl_engine_2020/interface.jsp?channel=buffer&file=part_directory%252Frender_1%252Fpart_0%252Fpicture_4%252Fno_box.jpg&length=38544&date=1621508616180&original=http%253A%252F%252Flocalhost%253A8080%252Fwebgl_engine_2020%252Finterface.jsp HTTP/1.1" 200 38589
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:03 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=57&event_driver_id=0&random=0.21722514196673326&operation=file&file=left.jpg HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:03 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=57&event_driver_id=0&random=0.565975908758849&operation=file&file=right.jpg HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:03 +0800] "GET /webgl_engine_2020/interface.jsp?channel=buffer&file=part_directory%252Frender_1%252Fpart_0%252Fpicture_4%252Fleft.jpg&length=21995&date=1621508616171&original=http%253A%252F%252Flocalhost%253A8080%252Fwebgl_engine_2020%252Finterface.jsp HTTP/1.1" 200 22024
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:03 +0800] "GET /webgl_engine_2020/interface.jsp?channel=buffer&file=part_directory%252Frender_1%252Fpart_0%252Fpicture_4%252Fright.jpg&length=14435&date=1621508616189&original=http%253A%252F%252Flocalhost%253A8080%252Fwebgl_engine_2020%252Finterface.jsp HTTP/1.1" 200 14456
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:04 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&requesting_number=3_5&data_time=0&render_time=12&read_time=11&render_interval=990&length=239 HTTP/1.1" 200 117
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:04 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=57&event_driver_id=0&random=0.5292128473628346&operation=file&file=top.jpg HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:04 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=57&event_driver_id=0&random=0.9275790429317701&operation=file&file=down.jpg HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:04 +0800] "GET /webgl_engine_2020/interface.jsp?channel=buffer&file=package_directory%252Fpackage_97.gzip_text&length=516&date=1621509218932&original=http%253A%252F%252Flocalhost%253A8080%252Fwebgl_engine_2020%252Finterface.jsp HTTP/1.1" 200 528
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:04 +0800] "GET /webgl_engine_2020/interface.jsp?channel=buffer&file=part_directory%252Frender_1%252Fpart_0%252Fpicture_4%252Ftop.jpg&length=11460&date=1621508616199&original=http%253A%252F%252Flocalhost%253A8080%252Fwebgl_engine_2020%252Finterface.jsp HTTP/1.1" 200 11480
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:04 +0800] "GET /webgl_engine_2020/interface.jsp?channel=buffer&file=part_directory%252Frender_1%252Fpart_0%252Fpicture_4%252Fdown.jpg&length=11512&date=1621508616151&original=http%253A%252F%252Flocalhost%253A8080%252Fwebgl_engine_2020%252Finterface.jsp HTTP/1.1" 200 11532
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:05 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&loaded_length=4_4344947_12_0&requesting_number=0_5&data_time=0&render_time=13&read_time=10&render_interval=1009&length=269 HTTP/1.1" 200 229
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:16 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=touch HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:26 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=touch HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:36 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=touch HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [20/May/2021:19:14:56 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=touch HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [20/May/2021:19:15:06 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=touch HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [20/May/2021:19:15:26 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=touch HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [20/May/2021:19:15:36 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=touch HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [20/May/2021:19:15:46 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=touch HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [20/May/2021:19:16:06 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=touch HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [20/May/2021:19:16:26 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=touch HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [20/May/2021:19:16:46 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=touch HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [20/May/2021:19:17:06 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=touch HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [20/May/2021:19:17:26 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=touch HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [20/May/2021:19:17:36 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=touch HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [20/May/2021:19:18:47 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=touch HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [20/May/2021:19:18:50 +0800] "GET /webgl_engine_2020/interface.jsp?channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&command=component&method=event&event_component_id=26&event_driver_id=0&operation=audio&fresh=0.2824684540978579 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [20/May/2021:19:18:50 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&aspect=2.161662817551963&requesting_number=0_5&data_time=0&render_time=18&read_time=12&render_interval=2802&length=265 HTTP/1.1" 200 190
0:0:0:0:0:0:0:1 - - [20/May/2021:19:18:50 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&requesting_number=0_5&data_time=0&render_time=8&read_time=9&render_interval=10&length=236 HTTP/1.1" 200 238
0:0:0:0:0:0:0:1 - - [20/May/2021:19:18:50 +0800] "GET /webgl_engine_2020/interface.jsp?command=component&method=update_render&channel=0&user_name=NoName&pass_word=NoPassword&language=chinese&requesting_number=0_5&data_time=0&render_time=7&read_time=4&render_interval=16&length=236 HTTP/1.1" 200 181
